rcid,airpt_cd,airpt_name,cntry_cd,atpco_cntry_cd,icao,city_cd,lat,lng,timezone,gmt,is_rail_road,is_bus_station,geoname_id,us_state_cd,atpco_zone,atpco_area
589,BCW,"Benguera Island",MZ,MZ,,BCW,-21.884722,35.425000,Africa/Maputo,2,N,N,7730315,,230,2
590,BCX,Beloreck,RU,RU,UWUB,BCX,53.933334,58.333332,Asia/Yekaterinburg,6,N,N,7730852,,210,2
591,BCY,Bulchi,ET,ET,,BCY,6.216667,36.666668,Africa/Addis_Ababa,3,N,N,8260966,,230,2
592,BCZ,"Bickerton Island",AU,AU,,BCZ,-13.783333,137.800000,Australia/Darwin,10,N,N,0,,340,3
593,BDA,"L. F. Wade International",BM,BM,TXKF,BDA,32.359940,-64.701150,Atlantic/Bermuda,-4,N,N,3573197,,140,1
594,BDB,Bundaberg,AU,AU,YBUD,BDB,-24.898708,152.321870,Australia/Brisbane,10,N,N,7668694,,340,3
595,BDC,"Barra Do Corda",BR,BR,SNBC,BDC,-5.466667,-45.266666,America/Fortaleza,-3,N,N,7730853,,170,1
596,BDD,"Badu Island",AU,AU,YBAU,BDD,-10.148655,142.171660,Australia/Brisbane,10,N,N,7730854,,340,3
597,BDE,Baudette,US,US,KBDE,BDE,48.722780,-94.606940,America/Chicago,-6,N,N,5017389,MN,000,1
598,BDF,Rinkenberger,US,US,,BDF,41.183334,-89.650000,America/Chicago,-6,N,N,0,,000,1
599,BDG,Blanding,US,US,KBDG,BDG,37.616670,-109.483330,America/Denver,-7,N,N,5535491,,000,1
600,BDH,"Bandar Lengeh",IR,IR,OIBL,BDH,26.529486,54.829147,Asia/Tehran,4,N,N,6300044,,220,2
601,BDI,"Bird Island",SC,SC,FSSB,BDI,-3.716667,55.216667,Indian/Mahe,4,N,N,6354923,,230,2
602,BDJ,"Sjamsudin Noor",ID,ID,WRBB,BDJ,-3.438040,114.754250,Asia/Makassar,8,N,N,6301262,,320,3
603,BDK,Bondoukou,CI,CI,DIBU,BDK,8.033333,-2.800000,Africa/Abidjan,0,N,N,6296435,,230,2
604,BDL,"Bradley International",US,US,KBDL,BDL,41.929530,-72.684700,America/New_York,-5,N,N,5282636,CT,000,1
605,BDM,Bandirma,TR,TR,LTBG,BDM,40.318333,27.977222,Europe/Istanbul,2,N,N,6299747,,210,2
606,BDN,Talhar,PK,PK,OPTH,BDN,24.633333,68.900000,Asia/Karachi,5,N,N,7730755,,330,3
607,BDO,"Husein Sastranegara",ID,ID,WIIB,BDO,-6.904648,107.581780,Asia/Jakarta,7,N,N,6301223,,320,3
608,BDP,Bhadrapur,NP,NP,VNCG,BDP,26.533333,88.083336,Asia/Kathmandu,6,N,N,7668616,,330,3
609,BDQ,Vadodara,IN,IN,VABO,BDQ,22.329077,73.215700,Asia/Kolkata,6,N,N,7668569,,330,3
610,BDR,"Igor I. Sikorsky Memorial",US,US,KBDR,BDR,41.164165,-73.124440,America/New_York,-5,N,N,5282804,CT,000,1
611,BDS,"Papola Casale",IT,IT,LIBR,BDS,40.657993,17.939053,Europe/Rome,1,N,N,6299542,,210,2
612,BDT,Gbadolite,CD,CD,FZFD,BDT,4.083333,22.450000,Africa/Kinshasa,1,N,N,7668268,,230,2
613,BDU,Bardufoss,NO,NO,ENDU,BDU,69.056114,18.540000,Europe/Oslo,1,N,N,6355182,,210,2
614,BDV,Moba,CD,CD,FZRB,BDV,-7.000000,29.800000,Africa/Lubumbashi,2,N,N,7730568,,230,2
615,BDW,"Bedford Downs",AU,AU,,BDW,-17.300000,127.466670,Australia/Perth,8,N,N,8261025,,340,3
616,BDX,Broadus,US,US,,BDX,45.466667,-105.366670,America/Denver,-7,N,N,5642048,,000,1
617,BDY,State,US,US,,BDY,43.116670,-124.416664,America/Los_Angeles,-8,N,N,0,,000,1
618,BDZ,Baindoung,PG,PG,,BDZ,-6.333333,146.950000,Pacific/Port_Moresby,10,N,N,8298936,,340,3
619,BEB,Benbecula,GB,GB,EGPL,BEB,57.473415,-7.376028,Europe/London,0,N,N,6296630,,210,2
620,BEC,Beech,US,US,KBEC,ICT,37.683334,-97.333336,America/Chicago,-6,N,N,4268051,,000,1
621,BED,"Hanscom Field",US,US,KBED,BED,42.470833,-71.290000,America/New_York,-5,N,N,4941730,MA,000,1
622,BEE,"Beagle Bay",AU,AU,,BEE,-16.966667,122.666664,Australia/Perth,8,N,N,8299011,,340,3
623,BEF,Bluefields,NI,NI,MNBL,BEF,11.996944,-83.768610,America/Managua,-6,N,N,6299887,,160,1
624,BEG,"Belgrade Nikola Tesla",RS,RS,LYBE,BEG,44.819443,20.306944,Europe/Belgrade,1,N,N,6299779,,210,2
625,BEH,"Ross Field",US,US,,BEH,42.127777,-86.428330,America/Detroit,-5,N,N,5007668,MI,000,1
626,BEI,Beica,ET,ET,HABE,BEI,9.391667,34.533333,Africa/Addis_Ababa,3,N,N,7730583,,230,2
627,BEJ,Kalimaru,ID,ID,WALK,BEJ,2.166667,117.700000,Asia/Makassar,8,N,N,7668667,,320,3
628,BEK,Bareli,IN,IN,,BEK,26.216667,81.233330,Asia/Kolkata,6,N,N,1277005,,330,3
629,BEL,"Val De Cans",BR,BR,SBBE,BEL,-1.389865,-48.480003,America/Belem,-3,N,N,6300600,,170,1
630,BEN,"Benina International",LY,LY,HLLB,BEN,32.085423,20.264890,Africa/Tripoli,1,N,N,6297330,,230,2
631,BEO,Belmont,AU,AU,YPEC,NTL,-33.033333,151.666670,Australia/Sydney,11,N,N,7668757,,340,3
632,BEP,Bellary,IN,IN,VOBI,BEP,15.183333,76.900000,Asia/Kolkata,6,N,N,6301119,,330,3
633,BEQ,Honington,GB,GB,,BEQ,52.350000,0.766667,Europe/London,0,N,N,2654186,,210,2
634,BES,"Brest Lesquin",FR,FR,LFRB,BES,48.445374,-4.415827,Europe/Paris,1,N,N,6299451,,210,2
635,BET,"Bethel Airport",US,US,PABE,BET,60.784443,-161.831390,America/Anchorage,-9,N,N,5880572,AK,008,1
636,BEU,Bedourie,AU,AU,YBIE,BEU,-24.230000,139.445000,Australia/Brisbane,10,N,N,7730242,,340,3
637,BEV,"Beer Sheba",IL,IL,LLBS,BEV,31.250000,34.800000,Asia/Jerusalem,2,N,N,6299657,,220,2
638,BEW,Beira,MZ,MZ,FQBR,BEW,-19.798805,34.901920,Africa/Maputo,2,N,N,1098915,,230,2
639,BEX,"Benson (RAF Station)",GB,GB,EGUB,BEX,51.633330,-1.083333,Europe/London,0,N,N,6296651,,210,2
640,BEY,"Beirut Rafic Hariri Airport",LB,LB,OLBA,BEY,33.826073,35.493080,Asia/Beirut,2,N,N,276781,,220,2
641,BEZ,Beru,KI,KI,NGBR,BEZ,-1.333333,176.000000,Pacific/Tarawa,12,N,N,6299951,,340,3
642,BFA,"Bahia Negra",PY,PY,,BFA,-20.232779,-58.170277,America/Asuncion,-3,N,N,7730857,,170,1
643,BFB,"Blue Fox Bay",US,US,,BFB,58.183334,-152.133330,America/Anchorage,-9,N,N,8299094,,000,1
644,BFC,Bloomfield,AU,AU,,BFC,-15.900000,145.333330,Australia/Brisbane,10,N,N,7730858,,340,3
645,BFD,Bradford,US,US,KBFD,BFD,41.802223,-78.639440,America/New_York,-5,N,N,5181425,PA,000,1
646,BFE,Bielefeld,DE,DE,EDLI,BFE,52.016666,8.550000,Europe/Berlin,1,N,N,2949186,,210,2
647,BFF,"Western Neb. Regional",US,US,KBFF,BFF,41.875280,-103.601110,America/Denver,-7,N,N,5700615,NE,000,1
648,BFG,"Bullfrog Basin",US,US,,BFG,37.545834,-110.713330,America/Denver,-7,N,N,5536135,,000,1
649,BFH,Bacacheri,BR,BR,SBBI,BFH,-25.402500,-49.233890,America/Sao_Paulo,-2,N,N,6300603,,170,1
650,BFI,"Boeing Field/King County International Airport",US,US,KBFI,SEA,47.537100,-122.303700,America/Los_Angeles,-8,N,N,5787710,WA,000,1
651,BFK,"Buffalo Municipal Airport",US,US,,DEN,39.733334,-104.866670,America/Denver,-7,N,N,0,,000,1
652,BFL,"Meadows Field",US,US,KBFL,BFL,35.429626,-119.045330,America/Los_Angeles,-8,N,N,5371940,CA,000,1
653,BFM,"Mobile Downtown",US,US,KBFM,MOB,30.683332,-88.233330,America/Chicago,-6,N,N,4051909,,000,1
654,BFN,Bloemfontein,ZA,ZA,FABL,BFN,-29.095854,26.297516,Africa/Johannesburg,2,N,N,1018725,,230,2
655,BFO,"Buffalo Range",ZW,ZW,FVCZ,BFO,-21.009167,31.579166,Africa/Harare,2,N,N,6297106,,230,2
656,BFP,"Beaver Falls",US,US,KBVI,BFP,40.766666,-80.400000,America/New_York,-5,N,N,5179455,,000,1
657,BFQ,"Bahia Pinas",PA,PA,,BFQ,7.583333,-78.166664,America/Panama,-5,N,N,7730859,,170,1
658,BFR,"Virgil I Grissom Municipalcipal",US,US,KBFR,BFR,38.866670,-86.483330,America/Indiana/Indianapolis,-5,N,N,4266314,,000,1
659,BFS,"Aldergrove International Airport",GB,GB,EGAA,BFS,54.662395,-6.217616,Europe/London,0,N,N,6296569,,210,2
660,BFT,County,US,US,KBFT,BFT,32.410830,-80.635000,America/New_York,-5,N,N,6298743,,000,1
661,BFU,Bengbu,CN,CN,ZSBB,BFU,32.950000,117.333336,Asia/Shanghai,8,N,N,1816440,,320,3
662,BFV,"Buri Ram",TH,TH,VTUO,BFV,15.226944,103.255280,Asia/Bangkok,7,N,N,7668646,,320,3
663,BFW,"Sidi Belabbes",DZ,DZ,DAOS,BFW,35.171665,-0.589444,Africa/Algiers,1,N,N,2570472,,210,2
664,BFX,Bafoussam,CM,CM,FKKU,BFX,5.483333,10.400000,Africa/Douala,1,N,N,7668242,,230,2
665,BGA,"Palo Negro",CO,CO,SKBG,BGA,7.128045,-73.181400,America/Bogota,-5,N,N,6300735,,000,1
666,BGB,Booue,GA,GA,FOGB,BGB,-0.106667,11.938889,Africa/Libreville,1,N,N,7730522,,230,2
667,BGC,Braganca,PT,PT,LPBG,BGC,41.816666,-6.750000,Europe/Lisbon,0,N,N,6299677,,210,2
668,BGD,Borger,US,US,KBGD,BGD,35.650000,-101.400000,America/Chicago,-6,N,N,5523631,,000,1
669,BGE,"Decatur County",US,US,KBGE,BGE,30.916668,-84.583336,America/New_York,-5,N,N,4191129,,000,1
670,BGF,Bangui,CF,CF,FEFF,BGF,4.396111,18.520279,Africa/Bangui,1,N,N,6296971,,230,2
671,BGG,Bongouanou,TR,TR,,BGG,6.700000,-4.250000,Europe/Istanbul,2,N,N,8394054,,210,2
672,BGH,Abbaye,MR,MR,GQNE,BGH,16.633333,-14.200000,Africa/Nouakchott,0,N,N,7668284,,230,2
673,BGI,"Grantley Adams International",BB,BB,TBPB,BGI,13.080732,-59.487835,America/Barbados,-4,N,N,3374036,,140,1
674,BGJ,"Borgarfjordur Eystri",IS,IS,BIBF,BGJ,66.000000,-14.500000,Atlantic/Reykjavik,0,N,N,7730421,,210,2
675,BGK,"Big Creek",BZ,BZ,,BGK,16.516666,-88.400000,America/Belize,-6,N,N,3582656,,160,1
676,BGL,Baglung,NP,NP,VNBL,BGL,28.215279,83.683334,Asia/Kathmandu,6,N,N,7730860,,330,3
677,BGM,"Greater Binghamton",US,US,KBGM,BGM,42.208534,-75.982940,America/New_York,-5,N,N,5109179,NY,000,1
678,BGO,"Bergen Airport, Flesland",NO,NO,ENBR,BGO,60.289062,5.228169,Europe/Oslo,1,N,N,6296727,,210,2
679,BGP,Bongo,GA,GA,,BGP,-1.650000,13.433333,Africa/Libreville,1,N,N,8298721,,230,2
680,BGQ,"Big Lake",US,US,PAGQ,BGQ,31.200000,-101.466670,America/Anchorage,-9,N,N,5880670,,000,1
681,BGR,"Bangor International Airport",US,US,KBGR,BGR,44.812298,-68.821020,America/New_York,-5,N,N,4957297,ME,000,1
682,BGS,"Webb AFB",US,US,,HCA,32.385555,-101.483330,America/Chicago,-6,N,N,0,,000,1
683,BGT,Bagdad,US,US,,BGT,34.566666,-113.183334,America/Phoenix,-7,N,N,5552590,,000,1
684,BGU,Bangassou,CF,CF,FEFG,BGU,4.786667,22.784445,Africa/Bangui,1,N,N,6296972,,230,2
685,BGV,"Bento Goncalves",BR,BR,,BGV,-29.166668,-51.516666,America/Sao_Paulo,-2,N,N,8298946,,170,1
686,BGW,"Baghdad International",IQ,IQ,ORBI,BGW,33.255554,44.225000,Asia/Baghdad,3,N,N,7603289,,220,2
687,BGX,"Airport Cmdt. Gustavo Kraemer",BR,BR,SBBG,BGX,-31.398611,-54.112500,America/Sao_Paulo,-2,N,N,6300601,,170,1
688,BGY,"Bergamo - Orio al Serio",IT,IT,LIME,MIL,45.665314,9.698713,Europe/Rome,1,N,N,6299575,,210,2
689,BGZ,Braga,PT,PT,LPBR,BGZ,41.550000,-8.433333,Europe/Lisbon,0,N,N,7730100,,210,2
690,BHA,"Bahia De Caraquez",EC,EC,SEBC,BHA,-0.600000,-80.416664,America/Guayaquil,-5,N,N,6300710,,170,1
691,BHB,"Bar Harbor",US,US,KBHB,BHB,44.448890,-68.361664,America/New_York,-5,N,N,4966387,ME,000,1
692,BHC,"Bhurban Heliport",PK,PK,,BHC,33.925000,73.433334,Asia/Karachi,5,N,N,0,,330,3
693,BHD,"George Best Belfast City",GB,GB,EGAC,BFS,54.614520,-5.870215,Europe/London,0,N,N,6296570,,210,2
694,BHE,"Woodbourne Air Station",NZ,NZ,NZWB,BHE,-41.513588,173.867650,Pacific/Auckland,13,N,N,7534797,,340,3
695,BHF,"Bahia Cupica",CO,CO,,BHF,6.716667,-77.516670,America/Bogota,-5,N,N,8298982,,000,1
696,BHG,"Brus Laguna",HN,HN,MHBL,BHG,15.734722,-84.543335,America/Tegucigalpa,-6,N,N,7730657,,160,1
697,BHH,Bisha,SA,SA,OEBH,BHH,19.994509,42.618484,Asia/Riyadh,3,N,N,6300011,,220,2
698,BHI,"Comandante Espora",AR,AR,SAZB,BHI,-38.730556,-62.150555,America/Argentina/Buenos_Aires,-3,N,N,6300580,,170,1
699,BHJ,"Rudra Mata",IN,IN,VABJ,BHJ,23.287500,69.670555,Asia/Kolkata,6,N,N,6301034,,330,3
700,BHK,Bukhara,UZ,UZ,UTSB,BHK,39.760370,64.474790,Asia/Samarkand,5,N,N,7730203,,320,3
701,BHL,"Bahia Angeles",MX,MX,,BHL,28.950000,-113.550000,America/Santa_Isabel,-8,N,N,0,,000,1
702,BHM,Birmingham,US,US,KBHM,BHM,33.560833,-86.752190,America/Chicago,-6,N,N,4049999,AL,000,1
703,BHN,Beihan,YE,YE,OYBN,BHN,14.783333,45.733334,Asia/Aden,3,N,N,7730144,,220,2
704,BHO,Bhopal,IN,IN,VABP,BHO,23.284761,77.341770,Asia/Kolkata,6,N,N,6301036,,330,3
705,BHP,Bhojpur,NP,NP,VNBJ,BHP,27.183332,87.050000,Asia/Kathmandu,6,N,N,7668613,,330,3
706,BHQ,"Broken Hill",AU,AU,YBHI,BHQ,-31.998983,141.468570,Australia/Broken_Hill,11,N,N,7668685,,340,3
707,BHR,"Bharatpur Airport",NP,NP,VNBP,BHR,27.676390,84.432500,Asia/Kathmandu,6,N,N,7668614,,330,3
708,BHS,Raglan,AU,AU,YBTH,BHS,-33.413870,149.655180,Australia/Sydney,11,N,N,7730002,,340,3
709,BHT,"Brighton Downs",AU,AU,,BHT,-23.366667,141.566670,Australia/Brisbane,10,N,N,8298711,,340,3
710,BHU,Bhavnagar,IN,IN,VABV,BHU,21.755000,72.184440,Asia/Kolkata,6,N,N,6301869,,330,3
711,BHV,Bahawalpur,PK,PK,OPBW,BHV,29.400000,71.683334,Asia/Karachi,5,N,N,7668393,,330,3
712,BHW,"Bhagatanwala Airport",PK,PK,,SGI,32.166668,72.666664,Asia/Karachi,5,N,N,0,,330,3
713,BHX,"Birmingham International Airport",GB,GB,EGBB,BHX,52.452520,-1.733256,Europe/London,0,N,N,6296572,,210,2
714,BHY,Beihai,CN,CN,ZGBH,BHY,21.540333,109.287850,Asia/Shanghai,8,N,N,7730862,,320,3
715,BIA,Poretta,FR,FR,LFKB,BIA,42.547615,9.480124,Europe/Paris,1,N,N,6299392,,210,2
716,BIB,Baidoa,SO,SO,HCMB,BIB,3.066667,43.633330,Africa/Mogadishu,3,N,N,7730598,,230,2
717,BIC,"Big Creek",US,US,,BIC,58.300000,-157.516660,America/Sitka,-9,N,N,8299340,,000,1
718,BID,"Block Island",US,US,KBID,BID,41.169434,-71.579610,America/New_York,-5,N,N,6944260,RI,000,1
719,BIE,Beatrice,US,US,BIES,BIE,40.300000,-96.750000,America/Chicago,-6,N,N,5063659,,000,1
720,BIF,"Biggs AAF",US,US,KBIF,ELP,31.750000,-106.483330,America/Denver,-7,N,N,5517110,,000,1
721,BIG,"Intermediate Field",US,US,PABI,BIG,64.067780,-145.732770,America/Anchorage,-9,N,N,5880620,AK,008,1
722,BIH,Bishop,US,US,KBIH,BIH,37.373333,-118.365000,America/Los_Angeles,-8,N,N,5328809,,000,1
723,BII,"Enyu Airfield",MH,MH,,BII,11.525081,165.565120,Pacific/Majuro,12,N,N,0,,370,3
724,BIK,"Frans Kaisepo",ID,ID,WABB,BIK,-1.191919,136.105820,Asia/Jayapura,9,N,N,6301180,,320,3
725,BIL,Billings,US,US,KBIL,BIL,45.803417,-108.537230,America/Denver,-7,N,N,5663220,MT,000,1
726,BIM,International,BS,BS,MYBS,BIM,25.700000,-79.283330,America/Nassau,-5,N,N,6299936,,140,1
727,BIN,Bamiyan,AF,AF,OABN,BIN,34.804170,67.823610,Asia/Kabul,5,N,N,7668387,,330,3
728,BIO,Bilbao,ES,ES,LEBB,BIO,43.305534,-2.905808,Europe/Madrid,1,N,N,6299328,,210,2
729,BIP,Bulimba,AU,AU,,BIP,-16.150000,143.750000,Australia/Brisbane,10,N,N,2207247,,340,3
730,BIQ,"Biarritz Parme",FR,FR,LFBZ,BIQ,43.472416,-1.531242,Europe/Paris,1,N,N,6299382,,210,2
731,BIR,Biratnagar,NP,NP,VNVT,BIR,26.434723,87.283330,Asia/Kathmandu,6,N,N,6301117,,330,3
732,BIS,Bismarck,US,US,KBIS,BIS,46.774480,-100.758210,America/Chicago,-6,N,N,5688027,ND,000,1
733,BIT,Baitadi,NP,NP,VNBT,BIT,29.000000,80.500000,Asia/Kathmandu,6,N,N,7730863,,330,3
734,BIU,Bildudalur,IS,IS,BIBD,BIU,65.833336,-23.983334,Atlantic/Reykjavik,0,N,N,7668100,,210,2
735,BIV,Bria,CF,CF,KBIV,BIV,6.533333,21.983334,Africa/Bangui,1,N,N,6296978,,230,2
736,BIW,Billiluna,AU,AU,,BIW,-19.566668,127.166664,Australia/Perth,8,N,N,8298692,,340,3
737,BIX,"Keesler AFB",US,US,,BIX,30.400000,-88.883330,America/Chicago,-6,N,N,0,,000,1
738,BIY,Bisho,ZA,ZA,FABE,BIY,-35.883330,27.283333,Africa/Johannesburg,2,N,N,7730071,,230,2
739,BJA,Bejaia,DZ,DZ,DAAE,BJA,36.750000,5.083333,Africa/Algiers,1,N,N,6296361,,210,2
740,BJB,Bojnord,IR,IR,OIMN,BJB,37.489720,57.308850,Asia/Tehran,4,N,N,6300066,,220,2
741,BJC,Jeffco,US,US,KBJC,BJC,39.933334,-105.066666,America/Denver,-7,N,N,5426497,,000,1
742,BJD,Bakkafjordur,IS,IS,BIBK,BJD,66.066666,-14.750000,Atlantic/Reykjavik,0,N,N,7730422,,210,2
743,BJE,Baleela,SD,SD,,BJE,11.210000,28.520000,Africa/Khartoum,3,N,N,8260710,,220,2
744,BJF,Batsfjord,NO,NO,ENBS,BJF,70.600000,29.666668,Europe/Oslo,1,N,N,6296728,,210,2
745,BJG,Bolaang,ID,ID,,BJG,-0.950000,122.100000,Asia/Makassar,8,N,N,7730864,,320,3
746,BJH,Bajhang,NP,NP,VNBG,BJH,29.550000,81.250000,Asia/Kathmandu,6,N,N,7668612,,330,3
747,BJI,Bemidji,US,US,KBJI,BJI,47.509724,-94.934720,America/Chicago,-6,N,N,5017827,MN,000,1
748,BJJ,"Wayne County",US,US,KBJJ,BJJ,40.800000,-81.933334,America/New_York,-5,N,N,5177358,,000,1
749,BJK,Benjina,ID,ID,WAPK,BJK,-6.083333,134.250000,Asia/Jayapura,9,N,N,7730865,,320,3
750,BJL,"Yundum International",GM,GM,GBYD,BJL,13.344060,-16.652200,Africa/Banjul,0,N,N,2413876,,230,2
751,BJM,International,BI,BI,HBBA,BJM,-3.383333,29.366667,Africa/Bujumbura,2,N,N,425378,,230,2
752,BJN,Bajone,MZ,MZ,,BJN,-17.183332,38.083332,Africa/Maputo,2,N,N,1052636,,230,2
753,BJO,Bermejo,BO,BO,SLBJ,BJO,-22.866667,-64.333336,America/La_Paz,-4,N,N,7668467,,170,1
754,BJP,"Braganca Paulista",BR,BR,SBBP,BJP,-22.950000,-46.566666,America/Sao_Paulo,-2,N,N,8298897,,170,1
755,BJQ,Bahja,OM,OM,,BJQ,19.875000,56.061900,Asia/Muscat,4,N,N,8260700,,220,2
756,BJR,"Bahar Dar",ET,ET,HABD,BJR,11.603292,37.323240,Africa/Addis_Ababa,3,N,N,6297263,,230,2
757,BJT,"Bentota River",LK,LK,,BJT,6.483333,79.983330,Asia/Colombo,6,N,N,0,,330,3
758,BJU,"Bajura Airport",NP,NP,VNBR,BJU,29.366667,81.333336,Asia/Kathmandu,6,N,N,7668615,,330,3
759,BJV,Milas,TR,TR,LTFE,BJV,37.243954,27.672781,Europe/Istanbul,2,N,N,6299771,,210,2
760,BJW,Bajawa,ID,ID,WATB,BJW,-8.766667,120.983330,Asia/Makassar,8,N,N,8299216,,320,3
761,BJX,"Del Bajío International",MX,MX,MMLO,BJX,20.985699,-101.479000,America/Mexico_City,-6,N,N,6299851,,000,1
762,BJY,Batajnica,RS,RS,LYBT,BEG,44.935280,20.257500,Europe/Belgrade,1,N,N,7668336,,210,2
763,BJZ,"Talaveral La Real",ES,ES,LEBZ,BJZ,38.891666,-6.820000,Europe/Madrid,1,N,N,6299330,,210,2
764,BKB,Bikaner,IN,IN,VIBK,BKB,28.016666,73.300000,Asia/Kolkata,6,N,N,7730216,,330,3
765,BKC,Buckland,US,US,PABL,BKC,65.978890,-161.126660,America/Anchorage,-9,N,N,5858173,,000,1
766,BKD,"Stephens County",US,US,,BKD,32.750000,-98.900000,America/Chicago,-6,N,N,0,,000,1
767,BKE,Baker,US,US,KBKE,BKE,44.838333,-117.810000,America/Los_Angeles,-8,N,N,5712208,,000,1
768,BKF,"Lake Brooks SPB",US,US,KBKF,BKF,58.600000,-156.233340,America/Anchorage,-9,N,N,5415293,,000,1
769,BKG,Branson,US,US,KBBG,BKG,36.532080,-93.200550,America/Chicago,-6,N,N,4378226,,000,1
770,BKH,"Barking Sands PMRF",US,US,PHBK,BKH,21.966667,-159.716660,Pacific/Honolulu,-10,N,N,6300268,,000,1
771,BKI,"Kota-Kinabalu International Airport",MY,MY,WBKK,BKI,5.923961,116.050750,Asia/Kuching,8,N,N,1772439,,320,3
772,BKJ,Boke,GN,GN,GUOK,BKJ,10.966667,-14.283333,Africa/Conakry,0,N,N,6297253,,,
773,BKK,"Suvarnabhumi International",TH,TH,VTBS,BKK,13.693062,100.752045,Asia/Bangkok,7,N,N,6301137,,320,3
774,BKL,"Burke Lakefront",US,US,KBKL,CLE,41.516945,-81.683334,America/New_York,-5,N,N,5148736,OH,000,1
775,BKM,Bakalalan,MY,MY,WBGQ,BKM,3.966667,115.616670,Asia/Kuching,8,N,N,7730866,,320,3
776,BKO,Bamako,ML,ML,GABS,BKO,12.540926,-7.947951,Africa/Bamako,0,N,N,6297167,,230,2
777,BKP,"Barkly Downs",AU,AU,,BKP,-20.500000,138.500000,Australia/Brisbane,10,N,N,8298911,,340,3
778,BKQ,Blackall,AU,AU,YBCK,BKQ,-24.434168,145.428330,Australia/Brisbane,10,N,N,7668684,,340,3
779,BKR,Bokoro,TD,TD,FTTK,BKR,12.416667,17.233334,Africa/Ndjamena,1,N,N,2434986,,230,2
780,BKS,Padangkemiling,ID,ID,WIPL,BKS,-3.866159,102.343490,Asia/Jakarta,7,N,N,6301246,,320,3
781,BKT,"Blackstone AAF",US,US,KBKT,BKT,37.066666,-78.000000,America/New_York,-5,N,N,4747839,,000,1
782,BKU,Betioky,MG,MG,,BKU,-23.732222,44.391110,Indian/Antananarivo,3,N,N,1066310,,230,2
783,BKW,Beckley,US,US,KBKW,BKW,37.781944,-81.124170,America/New_York,-5,N,N,4819314,WV,000,1
784,BKX,Brookings,US,US,,BKX,44.303333,-96.811110,America/Chicago,-6,N,N,5226540,SD,000,1
785,BKY,Kavumu,CD,CD,FZMA,BKY,-2.300000,28.816668,Africa/Lubumbashi,2,N,N,7668273,,230,2
786,BKZ,Bukoba,TZ,TZ,HTBU,BKZ,-1.300000,31.800000,Africa/Dar_es_Salaam,3,N,N,6297352,,230,2
787,BLA,"Gen J A Anzoategui",VE,VE,SVBC,BLA,10.107936,-64.685890,America/Caracas,-5,N,N,3648559,,170,1
788,BLB,Balboa,PA,PA,,BLB,8.973056,-79.557500,America/Panama,-5,N,N,3714426,,170,1
789,BLC,Bamenda,CM,CM,FKKG,BLC,5.897222,10.031667,Africa/Douala,1,N,N,2235029,,230,2
790,BLD,"Boulder City",US,US,KBVU,LAS,35.983334,-114.833336,America/Los_Angeles,-8,N,N,5500543,,000,1
791,BLE,"Dala Airport",SE,SE,ESSD,BLE,60.429730,15.508260,Europe/Stockholm,1,N,N,2720384,,210,2
792,BLF,Princeton,US,US,,BLF,37.295834,-81.208050,America/New_York,-5,N,N,4814466,,000,1
793,BLG,Belaga,MY,MY,WBGC,BLG,2.700000,113.783330,Asia/Kuching,8,N,N,7730867,,320,3
794,BLH,Blythe,US,US,KBLH,BLH,33.620834,-114.718890,America/Los_Angeles,-8,N,N,5329650,,000,1
795,BLI,Bellingham,US,US,KBLI,BLI,48.795734,-122.532670,America/Los_Angeles,-8,N,N,5786905,WA,000,1
796,BLJ,Batna,DZ,DZ,DABT,BLJ,35.566666,6.183333,Africa/Algiers,1,N,N,6296374,,210,2
797,BLK,"Blackpool Airport",GB,GB,EGNH,BLK,53.778385,-3.041985,Europe/London,0,N,N,6296605,,210,2
798,BLL,Billund,DK,DK,EKBI,BLL,55.747383,9.147874,Europe/Copenhagen,1,N,N,6296703,,210,2
799,BLM,"Monmouth Executive Airport",US,US,KBLM,BLM,40.183334,-74.016670,America/New_York,-5,N,N,5095112,NJ,000,1
800,BLN,Benalla,AU,AU,YBLA,BLN,-36.550000,145.983340,Australia/Melbourne,11,N,N,7668687,,340,3
801,BLO,Blonduos,IS,IS,BIBL,BLO,65.666664,-20.300000,Atlantic/Reykjavik,0,N,N,7730423,,210,2
802,BLP,Bellavista,PE,PE,SPBL,BLP,-16.583332,-69.416664,America/Lima,-5,N,N,7730868,,170,1
803,BLQ,"Guglielmo Marconi",IT,IT,LIPE,BLQ,44.529266,11.293289,Europe/Rome,1,N,N,6290247,,210,2
804,BLR,"Bangalore International Airport",IN,IN,VOBL,BLR,13.198889,77.705560,Asia/Kolkata,6,N,N,7303386,,330,3
805,BLS,Bollon,AU,AU,YBLL,BLS,-28.050000,147.483340,Australia/Brisbane,10,N,N,7730869,,340,3
806,BLT,Blackwater,AU,AU,YBTR,BLT,-23.602184,148.808400,Australia/Brisbane,10,N,N,7668693,,340,3
807,BLU,"Blue Canyon",US,US,KBLU,BLU,39.250000,-120.716670,America/Los_Angeles,-8,N,N,5329473,,000,1
808,BLV,Belleville,US,US,KBLV,BLV,38.651780,-89.851830,America/Chicago,-6,N,N,4238794,IL,000,1
809,BLX,Belluno,IT,IT,,BLX,46.150000,12.216667,Europe/Rome,1,N,N,3182210,,210,2
