rcid,airpt_cd,airpt_name,cntry_cd,atpco_cntry_cd,icao,city_cd,lat,lng,timezone,gmt,is_rail_road,is_bus_station,geoname_id,us_state_cd,atpco_zone,atpco_area
1,AAA,Anaa,PF,PF,NTGA,AAA,-17.050000,-145.416670,Pacific/Tahiti,-10,N,N,6947726,,340,3
2,AAB,Arrabury,AU,AU,YARY,AAB,-26.700000,141.041670,Australia/Brisbane,10,N,N,7730796,,340,3
3,AAC,"El Arish International Airport",EG,EG,HEAR,AAC,31.133333,33.750000,Africa/Cairo,2,N,N,6297289,,220,2
4,AAE,"Les Salines",DZ,DZ,DABB,AAE,36.821392,7.811857,Africa/Algiers,1,N,N,2570559,,210,2
5,AAF,"Apalachicola Regional",US,US,KAAF,AAF,29.733334,-84.983330,America/New_York,-5,N,N,4146153,,000,1
6,AAG,Arapoti,BR,BR,SSYA,AAG,-24.103611,-49.790000,America/Sao_Paulo,-2,N,N,3471795,,170,1
7,AAH,Aachen/Merzbruck,DE,DE,EDKA,AAH,50.750000,6.133333,Europe/Berlin,1,N,N,3247449,,210,2
8,AAI,Arraias,BR,BR,SWRA,AAI,-12.916667,-46.933334,America/Araguaina,-2,N,N,7668483,,170,1
9,AAJ,"Cayana Airstrip",SR,SR,,AAJ,3.900000,-55.366670,America/Paramaribo,-3,N,N,0,,140,1
10,AAK,Aranuka,KI,KI,NGUK,AAK,0.166667,173.583330,Pacific/Tarawa,12,N,N,7521791,,340,3
11,AAL,Aalborg,DK,DK,EKYT,AAL,57.086550,9.872241,Europe/Copenhagen,1,N,N,2624887,,210,2
12,AAM,"Mala Mala",ZA,ZA,FAMD,AAM,-24.800000,31.533333,Africa/Johannesburg,2,N,N,7668229,,230,2
13,AAN,"Al Ain",AE,AE,OMAL,AAN,24.260231,55.616627,Asia/Dubai,4,N,N,6300095,,220,2
14,AAO,Anaco,VE,VE,,AAO,9.431944,-64.463890,America/Caracas,-5,N,N,3486270,,170,1
15,AAQ,Anapa,RU,RU,URKA,AAQ,44.900000,37.316666,Europe/Moscow,4,N,N,6300989,,210,2
16,AAR,"Aarhus Airport",DK,DK,EKAH,AAR,56.308230,10.626351,Europe/Copenhagen,1,N,N,2611665,,210,2
17,AAS,Apalapsili,ID,ID,,AAS,-3.916667,139.250000,Asia/Jayapura,9,N,N,7730799,,320,3
18,AAT,Altay,CN,CN,ZWAT,AAT,47.750362,88.084440,Asia/Shanghai,8,N,N,7910421,,320,3
19,AAU,Asau,WS,WS,,AAU,-13.458333,-172.600000,Pacific/Apia,14,N,N,7667905,,,
20,AAV,"Allah Valley",PH,PH,,AAV,6.333333,124.766670,Asia/Manila,8,N,N,0,,320,3
21,AAW,Abbottabad,PK,PK,,AAW,34.200000,73.250000,Asia/Karachi,5,N,N,0,,330,3
22,AAX,Araxa,BR,BR,SBAX,AAX,-19.568056,-46.929170,America/Sao_Paulo,-2,N,N,7668431,,170,1
23,AAY,"Al Ghaydah",YE,YE,OYGD,AAY,16.195960,52.173256,Asia/Aden,3,N,N,7668412,,220,2
24,AAZ,Quetzaltenango,GT,GT,MGQZ,AAZ,14.870000,-91.500000,America/Guatemala,-6,N,N,6299804,,160,1
25,ABA,Abakan,RU,XU,UNAA,ABA,53.716667,91.500000,Asia/Krasnoyarsk,8,N,N,6300982,,360,3
26,ABB,"RAF Station",NG,NG,EGUD,ABB,51.666668,-1.283333,Africa/Lagos,1,N,N,7668214,,230,2
27,ABC,"Los Llanos",ES,ES,LEAB,ABC,38.948334,-1.863333,Europe/Madrid,1,N,N,6299323,,210,2
28,ABD,Abadan,IR,IR,OIAA,ABD,30.363905,48.226597,Asia/Tehran,4,N,N,6300034,,220,2
29,ABE,"Lehigh Valley International",US,US,KABE,ABE,40.651573,-75.434364,America/New_York,-5,N,N,5200013,PA,000,1
30,ABF,Abaiang,KI,KI,,ABF,1.670833,173.304170,Pacific/Tarawa,12,N,N,0,,340,3
31,ABG,Abingdon,AU,AU,,ABG,-17.666668,143.200000,Australia/Brisbane,10,N,N,8288517,,340,3
32,ABH,Alpha,AU,AU,YAPH,ABH,-23.650000,146.633330,Australia/Brisbane,10,N,N,7668679,,340,3
33,ABI,Municipal,US,US,KABI,ABI,32.409443,-99.679726,America/Chicago,-6,N,N,4669647,TX,000,1
34,ABJ,"Felix Houphouet Boigny",CI,CI,DIAP,ABJ,5.254879,-3.933015,Africa/Abidjan,0,N,N,6296433,,230,2
35,ABK,"Kabri Dar",ET,ET,HADK,ABK,6.733889,44.266110,Africa/Addis_Ababa,3,N,N,6297274,,230,2
36,ABL,Ambler,US,US,PAFM,ABL,67.087500,-157.845840,America/Anchorage,-9,N,N,5879298,,000,1
37,ABM,"Bamaga Injinoo",AU,AU,YBAM,ABM,-10.942619,142.450330,Australia/Brisbane,10,N,N,7730800,,340,3
38,ABN,Albina,SR,SR,,ABN,5.500000,-54.083332,America/Paramaribo,-3,N,N,3384792,,140,1
39,ABO,Aboisso,CI,CI,DIAO,ABO,5.433333,-3.216667,Africa/Abidjan,0,N,N,8260695,,230,2
40,ABP,Atkamba,PG,PG,,ABP,-6.066667,141.100000,Pacific/Port_Moresby,10,N,N,8299138,,340,3
41,ABQ,"Albuquerque International",US,US,KABQ,ABQ,35.049625,-106.617195,America/Denver,-7,N,N,5454724,NM,000,1
42,ABR,Municipal,US,US,KABR,ABR,45.452500,-98.426110,America/Chicago,-6,N,N,5225860,SD,000,1
43,ABS,"Abu Simbel",EG,EG,HEBL,ABS,22.367567,31.609774,Africa/Cairo,2,N,N,6452622,,220,2
44,ABT,Al-Aqiq,SA,SA,OEBA,ABT,20.294010,41.640020,Asia/Riyadh,3,N,N,6300010,,220,2
45,ABU,Atambua,ID,ID,WATA,ABU,-9.133333,124.883330,Asia/Makassar,8,N,N,7730801,,320,3
46,ABV,"Nnamdi Azikiwe International Airport",NG,NG,DNAA,ABV,9.004614,7.270447,Africa/Lagos,1,N,N,7649170,,230,2
47,ABW,Abau,PG,PG,,ABW,-10.183333,148.700000,Pacific/Port_Moresby,10,N,N,8260696,,340,3
48,ABX,Albury,AU,AU,YMAY,ABX,-36.069626,146.954530,Australia/Sydney,11,N,N,6301309,,340,3
49,ABY,"Dougherty County",US,US,KABY,ABY,31.532223,-84.196110,America/New_York,-5,N,N,4223821,GA,000,1
50,ABZ,Dyce,GB,GB,EGPD,ABZ,57.200253,-2.204186,Europe/London,0,N,N,6296624,,210,2
51,ACA,"General Juan N. Alvarez International",MX,MX,MMAA,ACA,16.762403,-99.754590,America/Mexico_City,-6,N,N,6299826,,000,1
52,ACB,"Antrim County",US,US,KACB,ACB,44.983334,-85.216670,America/Detroit,-5,N,N,4985583,MI,000,1
53,ACC,Kotoka,GH,GH,DGAA,ACC,5.607370,-0.171769,Africa/Accra,0,N,N,2306104,,230,2
54,ACD,Acandi,CO,CO,SKAD,ACD,8.516667,-77.300000,America/Bogota,-5,N,N,7668454,,000,1
55,ACE,Lanzarote,ES,ES,GCRR,ACE,28.950668,-13.609059,Atlantic/Canary,0,N,N,6297189,,210,2
56,ACH,Altenrhein,CH,CH,LSZR,ACH,47.483334,9.566667,Europe/Zurich,1,N,N,6299723,,210,2
57,ACI,"The Blaye",GG,GG,EGJA,ACI,49.709347,-2.215369,Europe/Guernsey,0,N,N,6296593,,,
58,ACJ,Anuradhapura,LK,LK,VCCA,ACJ,8.350000,80.383330,Asia/Colombo,6,N,N,1251081,,330,3
59,ACK,"Nantucket Memorial",US,US,KACK,ACK,41.256668,-70.059720,America/New_York,-5,N,N,4944927,MA,000,1
60,ACL,Aguaclara,CO,CO,,ACL,4.750000,-73.000000,America/Bogota,-5,N,N,0,,000,1
61,ACM,Arica,CO,CO,,ACM,-2.000000,-71.833336,America/Bogota,-5,N,N,8260724,,000,1
62,ACN,International,MX,MX,MMCC,ACN,29.300000,-100.916664,America/Matamoros,-6,N,N,7668344,,000,1
63,ACP,Sahand,IR,IR,OITM,ACP,37.347244,46.145115,Asia/Tehran,4,N,N,17839,,220,2
64,ACR,Araracuara,CO,CO,SKAC,ACR,-0.383333,-72.300000,America/Bogota,-5,N,N,7730802,,000,1
65,ACS,Achinsk,RU,XU,UNKS,ACS,56.266666,90.566666,Asia/Krasnoyarsk,8,N,N,7668523,,360,3
66,ACT,Municipal,US,US,KACT,ACT,31.609133,-97.223210,America/Chicago,-6,N,N,4739545,TX,000,1
67,ACU,Achutupo,PA,PA,,ACU,9.576389,-79.724440,America/Panama,-5,N,N,8299147,,170,1
68,ACV,Arcata,US,US,KACV,ACV,40.970913,-124.106926,America/Los_Angeles,-8,N,N,5558955,CA,000,1
69,ACX,Xingyi,CN,CN,,ACX,25.085556,104.959440,Asia/Shanghai,8,N,N,7910487,,320,3
70,ACY,"Atlantic City International",US,US,KACY,AIY,39.450703,-74.572235,America/New_York,-5,N,N,4500551,NJ,000,1
71,ACZ,"Zabol Airport",IR,IR,OIZB,ACZ,31.087694,61.542244,Asia/Tehran,4,N,N,6300083,,220,2
72,ADA,Adana,TR,TR,LTAF,ADA,36.985030,35.297360,Europe/Istanbul,2,N,N,6299727,,210,2
73,ADB,"Adnan Menderes Airport",TR,TR,LTBJ,IZM,38.294403,27.147594,Europe/Istanbul,2,N,N,6299750,,210,2
74,ADC,Andakombe,PG,PG,,ADC,-7.133333,145.733340,Pacific/Port_Moresby,10,N,N,2100827,,340,3
75,ADD,"Bole International",ET,ET,HAAB,ADD,8.983759,38.795900,Africa/Addis_Ababa,3,N,N,6297257,,230,2
76,ADE,International,YE,YE,OYAA,ADE,12.826116,45.037537,Asia/Aden,3,N,N,6300134,,220,2
77,ADF,Adiyaman,TR,TR,LTCP,ADF,37.750000,38.266666,Europe/Istanbul,2,N,N,6457345,,210,2
78,ADG,"Lenawee County",US,US,KADG,ADG,41.900000,-84.033330,America/Detroit,-5,N,N,4999082,,000,1
79,ADH,Aldan,RU,XU,UEEA,ADH,58.600000,125.400000,Asia/Yakutsk,10,N,N,7730803,,360,3
80,ADI,Arandis,NA,NA,FYAR,ADI,-22.400000,15.000000,Africa/Windhoek,2,N,N,7668263,,230,2
81,ADJ,"Marka International Airport",JO,JO,OJAM,AMM,31.975330,35.982770,Asia/Amman,3,N,N,250437,,220,2
82,ADK,"Adak Island Ns",US,US,PADK,ADK,51.882780,-176.644730,America/Adak,-10,N,N,6300161,AK,008,1
83,ADL,"Adelaide International Airport",AU,AU,YPAD,ADL,-34.938175,138.537350,Australia/Adelaide,11,N,N,6301322,,340,3
84,ADM,"Ardmore Municipal Airport",US,US,KADM,ADM,34.303055,-97.019450,America/Chicago,-6,N,N,4529475,,000,1
85,ADN,Andes,CO,CO,,ADN,5.666667,-75.933334,America/Bogota,-5,N,N,8298748,,000,1
86,ADO,Andamooka,AU,AU,YAMK,ADO,-31.016666,137.150000,Australia/Adelaide,11,N,N,7730805,,340,3
87,ADP,Ampara,LK,LK,,ADP,7.336389,81.625275,Asia/Colombo,6,N,N,6301061,,330,3
88,ADQ,"Kodiak Airport",US,US,PADQ,ADQ,57.755276,-152.512970,America/Anchorage,-9,N,N,5866583,AK,008,1
89,ADR,Andrews,US,US,KPHH,ADR,33.450000,-79.566666,America/New_York,-5,N,N,4569376,,000,1
90,ADS,"Addison Airport",US,US,KADS,DFW,32.783333,-97.300000,America/Chicago,-6,N,N,4669829,,000,1
91,ADT,"Ada Municipal",US,US,KADH,ADT,34.800000,-96.666664,America/Chicago,-6,N,N,4529103,,000,1
92,ADU,Ardabil,IR,IR,OITL,ADU,38.323826,48.421250,Asia/Tehran,4,N,N,6300077,,220,2
93,ADW,"Andrews AFB",US,US,,ADW,38.816666,-76.866670,America/New_York,-5,N,N,0,,000,1
94,ADX,Leuchars,GB,GB,EGQL,ADX,56.366670,-2.866667,Europe/London,0,N,N,6296639,,210,2
95,ADY,Alldays,ZA,ZA,FAAL,ADY,-22.666668,29.050000,Africa/Johannesburg,2,N,N,7668227,,230,2
96,ADZ,"San Andres Island",CO,CO,SKSP,ADZ,12.586047,-81.702210,America/Bogota,-5,N,N,6300759,,000,1
97,AEA,"Abemama Atoll",KI,KI,NGTB,AEA,0.483333,173.850000,Pacific/Tarawa,12,N,N,7521789,,340,3
98,AEB,Youjiang,CN,CN,,AEB,23.719470,106.967770,Asia/Shanghai,8,N,N,7910245,,320,3
99,AED,Aleneva,US,US,,AED,58.033333,-152.900000,America/Anchorage,-9,N,N,5879155,,000,1
100,AEE,Adareil,SS,SS,,AEE,10.056670,32.960960,Africa/Juba,3,N,N,8288524,,220,2
101,AEG,"Aek Godang",ID,ID,WIME,AEG,1.399722,99.416664,Asia/Jakarta,7,N,N,8298724,,320,3
102,AEH,Abéché,TD,TD,FTTC,AEH,13.851389,20.850834,Africa/Ndjamena,1,N,N,245786,,230,2
103,AEI,Algeciras,ES,ES,,AEI,36.128900,-5.441301,Europe/Madrid,1,N,N,2522013,,210,2
104,AEK,Aseki,PG,PG,,AEK,-7.366667,146.283340,Pacific/Port_Moresby,10,N,N,2100468,,340,3
105,AEL,"Albert Lea",US,US,KAEL,AEL,43.650000,-93.366670,America/Chicago,-6,N,N,5016033,,000,1
106,AEO,"Aioun El Atrouss",MR,MR,GQNA,AEO,16.709167,-9.635556,Africa/Nouakchott,0,N,N,6297233,,230,2
107,AEP,"Aeroparque Jorge Newbery",AR,AR,SABE,BUE,-34.556220,-58.416670,America/Argentina/Buenos_Aires,-3,N,N,6301847,,170,1
108,AER,"Sochi/Adler International Airport",RU,RU,URSS,AER,43.448840,39.941105,Europe/Moscow,4,N,N,6300995,,210,2
109,AES,Vigra,NO,NO,ENAL,AES,62.559643,6.116605,Europe/Oslo,1,N,N,6296719,,210,2
110,AET,Allakaket,US,US,PFAL,AET,66.561670,-152.658340,America/Anchorage,-9,N,N,5879223,,000,1
111,AEU,"Abu Musa",IR,IR,OIBA,AEU,25.887500,55.041668,Asia/Tehran,4,N,N,6300041,,220,2
112,AEX,"Alexandria International",US,US,KAEX,AEX,31.321268,-92.539580,America/Chicago,-6,N,N,8113669,LA,000,1
113,AEY,Akureyri,IS,IS,BIAR,AEY,65.654564,-18.075068,Atlantic/Reykjavik,0,N,N,6295706,,210,2
114,AFA,"San Rafael",AR,AR,SAMR,AFA,-34.589170,-68.400560,America/Argentina/Mendoza,-3,N,N,6300529,,170,1
115,AFD,"Port Alfred",ZA,ZA,FAPA,AFD,-33.583332,26.883333,Africa/Johannesburg,2,N,N,964433,,230,2
116,AFF,"USAF Academy Airstrip",US,US,KAFF,COS,38.833332,-104.700000,America/Denver,-7,N,N,5442475,,000,1
117,AFI,Amalfi,CO,CO,SKAM,AFI,6.916667,-75.066666,America/Bogota,-5,N,N,7730806,,000,1
118,AFK,"Kondavattavan Tank",LK,LK,,ADP,40.668888,-96.006940,Asia/Colombo,6,N,N,0,,330,3
119,AFL,"Alta Floresta",BR,BR,SBAT,AFL,-9.872456,-56.104767,America/Cuiaba,-3,N,N,6316343,,170,1
120,AFN,Municipal,US,US,KAFN,AFN,42.833332,-72.066666,America/New_York,-5,N,N,5088066,,000,1
121,AFO,Municipal,US,US,KAFO,AFO,42.733334,-110.933334,America/Denver,-7,N,N,5816866,,000,1
122,AFR,Afore,PG,PG,,AFR,-9.133333,148.383330,Pacific/Port_Moresby,10,N,N,2101332,,340,3
123,AFS,Zarafshan,UZ,UZ,UTSN,AFS,41.613610,64.233055,Asia/Samarkand,5,N,N,7730807,,320,3
124,AFT,"Afutara Aerodrome",SB,SB,AGAF,AFT,-9.200000,160.850000,Pacific/Guadalcanal,11,N,N,8298931,,340,3
125,AFW,"Fort Worth Alliance",US,US,KAFW,DFW,32.986668,-97.316666,America/Chicago,-6,N,N,4691932,,000,1
126,AFY,Afyon,TR,TR,LTAH,AFY,38.733334,30.600000,Europe/Istanbul,2,N,N,6299728,,210,2
127,AFZ,Sabzevar,IR,IR,OIMS,AFZ,36.171513,57.603320,Asia/Tehran,4,N,N,6300067,,220,2
128,AGA,"Agadir Almassira",MA,MA,GMAD,AGA,30.378326,-9.555895,Africa/Casablanca,0,N,N,6297198,,210,2
129,AGB,"Augsburg - Muehlhausen",DE,DE,EDMA,MUC,48.425278,10.931667,Europe/Berlin,1,N,N,3208383,,210,2
130,AGC,"Allegheny County",US,US,KAGC,PIT,40.354720,-79.930000,America/New_York,-5,N,N,5178041,PA,000,1
131,AGD,Anggi,ID,ID,,AGD,-1.383333,133.866670,Asia/Jayapura,9,N,N,7730808,,320,3
132,AGE,Flugplatz,DE,DE,,AGE,53.783333,7.916667,Europe/Berlin,1,N,N,2814266,,210,2
133,AGF,"La Garenne",FR,FR,LFBA,AGF,44.173610,0.598611,Europe/Paris,1,N,N,6299365,,210,2
134,AGG,Angoram,PG,PG,,AGG,-4.168611,144.073880,Pacific/Port_Moresby,10,N,N,2100765,,340,3
135,AGH,Angelholm,SE,SE,ESDB,AGH,56.293056,12.862500,Europe/Stockholm,1,N,N,6452618,,210,2
136,AGI,Wageningen,SR,SR,SMWA,AGI,5.833333,-56.833332,America/Paramaribo,-3,N,N,7668468,,140,1
137,AGJ,Aguni,JP,JP,RORA,AGJ,26.589722,127.238050,Asia/Tokyo,9,N,N,6300465,,310,3
138,AGK,Kagua,PG,PG,,AGK,-6.403333,143.846660,Pacific/Port_Moresby,10,N,N,2095091,,340,3
139,AGL,Wanigela,PG,PG,AYWG,AGL,-9.340278,149.155270,Pacific/Port_Moresby,10,N,N,2132313,,340,3
140,AGM,Tasiilaq,GL,GL,BGAM,AGM,65.600000,-37.683334,America/Godthab,-3,N,N,3424607,,120,1
141,AGN,Angoon,US,US,PAGN,AGN,57.503887,-134.583330,America/Juneau,-9,N,N,5844374,AK,008,1
142,AGO,Municipal,US,US,KAGO,AGO,33.266666,-93.233330,America/Chicago,-6,N,N,4120332,,000,1
143,AGP,"Pablo Ruiz Picasso",ES,ES,LEMG,AGP,36.675182,-4.489616,Europe/Madrid,1,N,N,6299346,,210,2
144,AGR,Kheria,IN,IN,VIAG,AGR,27.158333,77.962776,Asia/Kolkata,6,N,N,6301090,,330,3
145,AGS,"Bush Field",US,US,KAGS,AGS,33.373665,-81.973434,America/New_York,-5,N,N,4185424,GA,000,1
146,AGT,"Alejo Garcia",PY,PY,SGES,AGT,-25.500000,-54.833332,America/Asuncion,-3,N,N,6300730,,170,1
147,AGU,Aguascalients,MX,MX,MMAS,AGU,21.701416,-102.313740,America/Mexico_City,-6,N,N,6299828,,000,1
148,AGV,Acarigua,VE,VE,SVAC,AGV,9.552222,-69.233330,America/Caracas,-5,N,N,6300839,,170,1
149,AGW,Agnew,AU,AU,,AGW,-12.150000,142.150000,Australia/Brisbane,10,N,N,7730809,,340,3
150,AGX,"Agatti Island",IN,IN,VOAT,AGX,10.828967,72.179870,Asia/Kolkata,6,N,N,7668633,,330,3
151,AGZ,Aggeneys,ZA,ZA,FAAG,AGZ,-29.050000,18.850000,Africa/Johannesburg,2,N,N,6453433,,230,2
152,AHA,"Naha AFB",JP,JP,,OKA,26.200000,127.650000,Asia/Tokyo,9,N,N,0,,310,3
153,AHB,Abha,SA,SA,OEAB,AHB,18.234290,42.657574,Asia/Riyadh,3,N,N,6300008,,220,2
154,AHC,"Amedee AAF",US,US,,AHC,40.150000,-120.133330,America/Los_Angeles,-8,N,N,5565015,,000,1
155,AHD,Downtown,US,US,K1F0,ADM,34.166668,-97.133330,America/Chicago,-6,N,N,4529471,,000,1
156,AHE,"Ahe Airport",PF,PF,NTHE,AHE,-14.428056,-146.256940,Pacific/Tahiti,-10,N,N,7668372,,340,3
157,AHF,Municipal,US,US,,AHF,40.300000,-99.900000,America/Chicago,-6,N,N,5063104,,000,1
158,AHH,Municipal,US,US,KAHH,AHH,45.300000,-92.350000,America/Chicago,-6,N,N,5243875,,000,1
159,AHI,Amahai,ID,ID,WAPA,AHI,-3.333333,128.916670,Asia/Jayapura,9,N,N,6301199,,320,3
160,AHL,Aishalton,GY,GY,SYAH,AHL,2.483333,-59.316666,America/Guyana,-4,N,N,7730810,,140,1
161,AHM,"Sumner Parker Field",US,US,,AHM,NULL,NULL,America/Los_Angeles,-8,N,N,0,,000,1
162,AHN,"Athens-Ben Epps",US,US,KAHN,AHN,33.951950,-83.324720,America/New_York,-5,N,N,4180419,GA,000,1
163,AHO,Fertilia,IT,IT,LIEA,AHO,40.630405,8.295891,Europe/Rome,1,N,N,6299565,,210,2
164,AHS,Ahuas,HN,HN,MHAH,AHS,15.441667,-84.425000,America/Tegucigalpa,-6,N,N,7730656,,160,1
165,AHU,"Charif Al Idrissi",MA,MA,GMTA,AHU,35.179720,-3.836944,Africa/Casablanca,0,N,N,6297218,,210,2
166,AHW,"Saih Rawl",OM,OM,,AHW,31.342920,48.746680,Asia/Muscat,4,N,N,8299030,,220,2
167,AHY,Ambatolahy,MG,MG,,AHY,-20.016666,45.533333,Indian/Antananarivo,3,N,N,0,,230,2
168,AHZ,"Alpe D Huez",FR,FR,LFHU,AHZ,45.083332,6.083333,Europe/Paris,1,N,N,6694609,,210,2
169,AIA,Alliance,US,US,KAIA,AIA,42.051666,-102.806660,America/Denver,-7,N,N,5693178,NE,000,1
170,AIB,"Anita Bay",US,US,,AIB,56.233334,-132.383330,America/Sitka,-9,N,N,8299096,,000,1
171,AIC,Airok,MH,MH,,AIC,7.500000,170.833330,Pacific/Majuro,12,N,N,0,,370,3
172,AID,Municipal,US,US,KAID,AID,40.166668,-85.683334,America/Indiana/Indianapolis,-5,N,N,4917602,IN,000,1
173,AIE,Aiome,PG,PG,,AIE,-5.166667,144.666670,Pacific/Port_Moresby,10,N,N,8224675,,340,3
174,AIF,Assis,BR,BR,SNAX,AIF,-22.666668,-50.416668,America/Sao_Paulo,-2,N,N,8298688,,170,1
175,AIG,Yalinga,CF,CF,FEFY,AIG,6.516667,23.250000,Africa/Bangui,1,N,N,6296981,,230,2
176,AIH,Aiambak,PG,PG,,AIH,-7.348611,141.266390,Pacific/Port_Moresby,10,N,N,2101258,,340,3
177,AII,Alisabieh,DJ,DJ,HDAS,AII,11.150000,42.716667,Africa/Djibouti,3,N,N,7730606,,230,2
178,AIK,Municipal,US,US,KAIK,AIK,33.566666,-81.716670,America/New_York,-5,N,N,4569089,,000,1
179,AIL,Ailigandi,PA,PA,,AIL,9.250000,-78.083336,America/Panama,-5,N,N,0,,170,1
180,AIM,"Ailuk Island",MH,MH,,AIM,10.200000,169.983340,Pacific/Majuro,12,N,N,0,,370,3
181,AIN,Wainwright,US,US,PAWT,AIN,70.633330,-160.033340,America/Anchorage,-9,N,N,5877544,,000,1
182,AIO,Municipal,US,US,KAIO,AIO,41.400000,-95.016670,America/Chicago,-6,N,N,4847395,,000,1
183,AIP,"Ailinglapalap Island",MH,MH,,AIP,7.266667,168.816670,Pacific/Majuro,12,N,N,0,,370,3
184,AIR,Aripuana,BR,BR,SWRP,AIR,-10.250000,-59.383330,America/Cuiaba,-3,N,N,7730811,,170,1
185,AIS,"Arorae Island",KI,KI,NGTR,AIS,-2.650000,176.833330,Pacific/Tarawa,12,N,N,6299955,,340,3
186,AIT,Aitutaki,CK,CK,NCAI,AIT,-18.829443,-159.767000,Pacific/Rarotonga,-10,N,N,0,,340,3
187,AIU,"Atiu Island",CK,CK,NCAT,AIU,-20.033333,-158.100000,Pacific/Rarotonga,-10,N,N,7730684,,340,3
188,AIV,"George Downer",US,US,KAIV,AIV,33.133330,-88.150000,America/Chicago,-6,N,N,4829885,,000,1
189,AIW,Ai-ais,NA,NA,,AIW,-27.983334,17.583332,Africa/Windhoek,2,N,N,8260776,,230,2
190,AIZ,"Lee C Fine Memorial",US,US,KAIZ,AIZ,38.098330,-92.547220,America/Chicago,-6,N,N,4394825,MO,000,1
191,AJA,"Campo Dell Oro",FR,FR,LFKJ,AJA,41.919870,8.794013,Europe/Paris,1,N,N,6299395,,210,2
192,AJF,Jouf,SA,SA,OESK,AJF,29.788668,40.101486,Asia/Riyadh,3,N,N,399410,,220,2
193,AJI,Agri,TR,TR,LTCO,AJI,39.650000,43.025000,Europe/Istanbul,2,N,N,7668332,,210,2
194,AJJ,Akjoujt,MR,MR,GQNJ,AJJ,19.730556,-14.374444,Africa/Nouakchott,0,N,N,6297238,,230,2
195,AJK,Araak,IR,IR,OIHR,AJK,34.133330,49.833332,Asia/Tehran,4,N,N,7431358,,220,2
196,AJL,Aizawl,IN,IN,VEAZ,AJL,23.838985,92.624820,Asia/Kolkata,6,N,N,0,,330,3
197,AJN,Ouani,KM,KM,FMCV,AJN,-12.126389,44.429720,Indian/Comoro,3,N,N,6297032,,230,2
198,AJR,Arvidsjaur,SE,SE,ESNX,AJR,65.591390,19.285557,Europe/Stockholm,1,N,N,6452624,,210,2
199,AJS,Abreojos,MX,MX,,AJS,26.833332,-113.666664,America/Mazatlan,-7,N,N,7730813,,000,1
200,AJU,"Santa Maria",BR,BR,SBAR,AJU,-10.987206,-37.072792,America/Maceio,-3,N,N,6300597,,170,1
201,AJY,Agades,NE,NE,DRZA,AJY,16.964167,7.993056,Africa/Niamey,1,N,N,6296458,,230,2
202,AKA,Ankang,CN,CN,ZLAK,AKA,32.709100,108.936000,Asia/Shanghai,8,N,N,7730814,,320,3
203,AKB,Atka,US,US,PAAK,AKB,52.217220,-174.200840,America/Adak,-10,N,N,5879733,,000,1
204,AKC,"Fulton International",US,US,KAKR,CAK,41.040000,-81.467780,America/New_York,-5,N,N,5145491,,000,1
205,AKD,Akola,IN,IN,VAAK,AKD,20.666668,77.083336,Asia/Kolkata,6,N,N,6301030,,330,3
206,AKE,Akieni,GA,GA,,AKE,-1.172222,13.916667,Africa/Libreville,1,N,N,7730815,,230,2
207,AKF,Kufrah,LY,LY,HLKF,AKF,24.200000,23.333332,Africa/Tripoli,1,N,N,6297329,,230,2
208,AKG,Anguganak,PG,PG,,AKG,-3.633333,142.016660,Pacific/Port_Moresby,10,N,N,7730816,,340,3
209,AKH,"Prince Sultan Air Base",SA,SA,OEPS,AKH,24.063334,47.580555,Asia/Riyadh,3,N,N,7730740,,220,2
210,AKI,Akiak,US,US,PFAK,AKI,60.905556,-161.223330,America/Anchorage,-9,N,N,5878993,,000,1
211,AKJ,Asahikawa,JP,JP,RJEC,AKJ,43.671090,142.454540,Asia/Tokyo,9,N,N,6300340,,310,3
212,AKK,"Akhiok SPB",US,US,PAKH,AKK,56.944443,-154.166670,America/Anchorage,-9,N,N,5878982,,000,1
213,AKL,"Auckland International",NZ,NZ,NZAA,AKL,-37.004787,174.783520,Pacific/Auckland,13,N,N,6232134,,340,3
214,AKM,Zakouma,TD,TD,,AKM,10.883333,19.816668,Africa/Ndjamena,1,N,N,2424121,,230,2
215,AKN,"King Salmon",US,US,PAKN,AKN,58.682740,-156.669020,America/Anchorage,-9,N,N,5866330,AK,008,1
216,AKO,"Colorado Plains Regional Airport",US,US,KAKO,AKO,40.166668,-103.216670,America/Denver,-7,N,N,5574204,,000,1
217,AKP,Anaktuvuk,US,US,PAKP,AKP,68.137500,-151.740000,America/Anchorage,-9,N,N,5879389,AK,008,1
218,AKQ,"Gunung Batin",ID,ID,,AKQ,-4.616667,105.233330,Asia/Jakarta,7,N,N,7730817,,320,3
219,AKR,Akure,NG,NG,DNAK,AKR,7.250000,5.083333,Africa/Lagos,1,N,N,7730064,,230,2
220,AKS,Gwaunaru'u,SB,SB,AGGA,AKS,-8.697778,160.680830,Pacific/Guadalcanal,11,N,N,7668064,,340,3
221,AKT,"Raf Akrotiri",CY,CY,LCRA,AKT,34.583332,32.983334,Asia/Nicosia,2,N,N,414605,,210,2
222,AKU,Aksu,CN,CN,ZWAK,AKU,41.259983,80.292620,Asia/Shanghai,8,N,N,7668809,,320,3
223,AKV,Akulivik,CA,CA,CYKO,AKV,60.733334,-78.583336,America/Montreal,-5,N,N,6296219,,000,1
